HSCode,Description
7219351010,"Steel, stainless, flat-rolled, 600 mm or more wide, cold-rolled, less than 0.5 mm thick; nickel-based (contains nickel, regardless of whether it contains other elements); contains less than 6 percent nickel and more than 3 percent manganese"
7219351090,"Steel, stainless, flat-rolled, 600 mm or more wide, cold-rolled, less than 0.5 mm thick; nickel-based (contains nickel, regardless of whether it contains other elements); other"
7219359000,"Steel, stainless, flat rolled, width &gt; 600 mm, cold rolled, thickness &lt; 0.5 mm; other"
7219901010,"Steel, stainless; flat rolled, 600 mm or more wide, not in heading. 7219; nickel-based (containing nickel, regardless of whether other elements are present); containing less than 6 percent nickel and more than 3 percent manganese"
7219901090,"Steel, stainless; flat rolled, 600 mm or more wide, not elsewhere in heading. 7219; nickel-based (containing nickel, whether or not other elements are present); other"
7219909000,"Steel, stainless; flat rolled, width 600 mm or more, not elsewhere in heading. 7219; Other"
7220111010,"Steel, stainless, flat-rolled, less than 600 mm wide, hot-rolled, 4.75 mm thick or more; nickel-based (containing nickel, regardless of whether it contains other elements); containing less than 6 percent nickel and more than 3 percent manganese"
7220111090,"Steel, stainless, flat rolled, width less than 600 mm, hot rolled, thickness greater than or equal to 4.75 mm; Nickel-based (contains nickel, regardless of whether it contains other elements); Other"
7220119000,"Steel, stainless, flat rolled, width less than 600 mm, hot rolled, thickness greater than 4.75 mm; other"
7220121010,"Steel, stainless, flat rolled, less than 600 mm wide, hot rolled, less than 4.75 mm thick; nickel-based (containing nickel, regardless of whether it contains other elements); containing less than 6% nickel and more than 3% manganese"
7220121090,"Steel, stainless, flat rolled, less than 600 mm wide, hot rolled, less than 4.75 mm thick; nickel-based (contains nickel, regardless of whether it contains other elements); other"
7220129000,"Steel, stainless, flat rolled, less than 600 mm wide, hot rolled, less than 4.75 mm thick; other"
7220201010,"Steel, stainless, flat rolled, less than 600 mm wide, cold rolled; nickel-based (containing nickel, regardless of whether it contains other elements); containing less than 6% nickel and more than 3% manganese"
7220201090,"Steel, stainless, flat rolled, less than 600 mm wide, cold rolled; nickel-based (contains nickel, regardless of whether it contains other elements); other"
7220209000,"Steel, stainless, flat rolled, less than 600 mm wide, cold rolled; other"
7220901010,"Steel, stainless, flat-rolled, less than 600 mm wide, not included in heading 7220; nickel-based (containing nickel, regardless of whether it contains other elements); containing less than 6 percent nickel and more than 3 percent manganese"
7220901090,"Steel, stainless, flat-rolled, less than 600 mm wide, not included in heading 7220; nickel-based (containing nickel, regardless of whether it contains other elements); other"
7220909000,"Steel, stainless, flat-rolled, less than 600 mm wide, not included in heading 7220; other"
7221000000,"Steel, stainless; hot rolled rods and bars in irregularly wound coils; rods of stainless steel [limited to those hot rolled and shaped into irregularly wound coils]."
7222110000,"Steel, stainless; hot rolled, hot drawn or extruded bar and rod of circular cross section; circular in cross section"
7222190000,"Steel, stainless; hot rolled, hot drawn or extruded bar and rod, except circular cross-section; other"
7222200000,"Steel, stainless; cold-formed or cold-worked bar and rod; rods [limited to those not further processed than cold-formed or cold-worked]."
7222300000,"Steel, stainless; rods and bars, other (subheading 7222). 7222; Other rods"
7222400000,"Steel, Stainless; Angles, Shapes, and Sections; Shaped Steel"
7223000000,"Steel, stainless; wire; wire of stainless steel"
7224101000,"Steel, alloys; ingots and other primary forms; ingot"
7224109000,"Steel, alloys; ingots and other primary forms; other"
7224901000,"Steel, alloys; semi-finished products; bloom"
7224902000,"Steel, alloys; semi-finished products; billet"
7224903000,"Steel, alloys; semi-finished products; slabs"
7224904000,"Steel, alloys; semi-finished products; sheet bar"
7224909000,"Steel, alloys; semi-finished products; other"
7225110000,"Steel, alloy; flat rolled, width 600 mm or more, silicon electrical steel, grain oriented; directional"
7225190000,"Steels, alloys; flat rolled, silicon electrical steels over 600 mm wide (except grain oriented); other"
7225301000,"Steel, alloys; flat rolled, width 600 mm or more, hot rolled, in coil form; of high speed steel"
7225309010,"Steel, alloy; flat rolled, 600 mm or more wide, hot rolled, in coil form; other; tensile strength of 490 megapascals or more"
7225309091,"Steel, alloys; flat rolled, width 600 mm or more, hot rolled, in coil form; other; other; boron containing more than 0.0008 of one hundredth of its weight by weight and having a thickness of more than 4.75 millimeters"
7225309092,"Steel, alloys; flat rolled, width 600 mm or more, hot rolled, in coil form; other; other; boron containing more than 0.0008 of one hundredth of its total weight by weight and having a thickness of less than 4.75 mm"
7225309099,"Steel, alloy; flat rolled, width 600 mm or more, hot rolled, in coil form; other; other; other; other"
7225401000,"Steel, alloy; flat rolled, width 600 mm or more, hot rolled, not in coil form; of high speed steel"
7225409010,"Steel, alloy; flat rolled, 600 mm or more wide, hot rolled, not in coil form; other; having a tensile strength of 490 megapascals or more"
7225409091,"Steel, alloys; flat rolled, 600 mm or more wide, hot rolled, not in coil form; other; other; boron containing more than 0.0008 of one hundredth of its weight by weight and having a thickness of 4.75 mm or more"
7225409092,"Steel, alloys; flat rolled, 600 mm or more wide, hot rolled, not in coil form; other; other; boron containing more than 0.0008 of one hundredth of its weight by weight and less than 4.75 millimeters thick"
7225409099,"Steel, alloy; flat rolled, width 600 mm or more, hot rolled, not in coil form; other; other; other; other"
7225501000,"Steel, alloy; flat rolled, width 600 mm or more, cold drawn; of high speed steel"
7225509000,"Steel, alloy; flat rolled, width 600 mm or more, cold drawn; other"
7225911000,"Steels, alloys; flat rolled, not less than 600 mm wide, heading no. 7225, electroplated or zinc-coated; of high speed steels"
7225919010,"Steel, alloy; flat rolled, 600 mm or more wide, heading no. 7225, electroplated or zinc-coated; other; having a tensile strength of 340 megapascals or more"
7225919090,"Steels, alloys; flat rolled, width 600 mm or more, heading no. 7225, electroplated or zinc-coated; other; other"
7225921000,"Steel, alloy; flat rolled, 600 mm or more wide, not included in heading no. 7225, plated or coated with zinc (other than electrolytic); of high speed steel"
7225929011,"Steel, alloy; flat rolled, 600 mm or more in width, not included in heading no. 7225, plated or coated with zinc (other than electrolytic); other; annealed; having a tensile strength of 340 megapascals or more"
7225929019,"Steel, alloys; flat rolled, not less than 600 mm wide, not included in heading no. 7225, plated or coated with zinc (other than electrolytic); other; annealed; other"
7225929091,"Steel, alloy; flat rolled, 600 mm or more in width, not included in heading no. 7225, plated or coated with zinc (other than electrolytic); other; other; having a tensile strength of 340 megapascals or more"
7225929099,"Steel, alloy; flat rolled, 600 mm or more wide, not included in heading no. 7225, plated or coated with zinc (other than electrolytic); other; other; other"
7225991000,"Steels, alloys; flat-rolled, 600 mm or more in width, not included in heading 3. 7225, (other than galvanized or coated with zinc); of high speed steel"
7225999000,"Steel, alloys; flat-rolled, 600 mm or more wide, not included in heading 3. 7225, (other than galvanized or coated with zinc); other"
7226110000,"Steel, alloy; flat rolled, less than 600 mm wide, silicon electrical steel, grain oriented; directional"
7226190000,"Steel, alloys; flat rolled, not grain-oriented, of silicon electrical steel, width less than 600 mm; other"
7226200000,"Steel, alloys; flat rolled, less than 600 mm wide; of high speed steel; of high speed steel"
7226911000,"Steel, alloy; flat rolled, less than 600 mm wide, (except silicon electric steel or high speed steel), hot rolled; having a boron content of not less than 0.0008 of one hundredth of a percent by weight and having a thickness of not less than 4.75 millimeters"
7226912000,"Steel, alloy; flat rolled, less than 600 mm wide, (except silicon electric steel or high speed steel), hot rolled; having a boron content of not less than 0.0008 of one hundredth of one percent by weight and less than 4.75 mm thick"
7226919000,"Steel, alloy; flat rolled, less than 600 mm wide, (except silicon electric steel or high speed steel), hot rolled; other"
7226920000,"Steel, alloy; flat rolled, less than 600 mm wide, (except silicon electrical steel or high-speed steel), cold drawn; not further processed than cold rolled (cold reduced)"
7226991000,"Steel, alloy; flat rolled, less than 600 mm wide, of heading 7226.9, other.; amorphous alloy thin sheet, limited to thicknesses less than 100 microns"
7226992000,"Steel, alloys; flat rolled, less than 600 mm wide, of heading 7226.9, other.; electroplated or electrolytically applied with zinc"
7226993000,"Steel, alloys; flat rolled, less than 600 mm wide, of heading 7226.9; other.; galvanized or applied by any other method"
7226999000,"Steel, alloys; flat rolled, less than 600 mm wide, of heading 7226.9; other."
7227100000,"Steel, alloys; hot rolled bars and rods in irregularly wound coils of high speed steel; of high speed steel"
7227200000,"Steel, alloys; hot rolled bar and rod steel in irregularly wound coils of silicomanganese steel; of silicomanganese steel"
7227901000,"Steels, alloys; rods and bars, hot rolled, irregularly wound coils, others, subheading 7227. 7227; of heat-resistant steels"
7227909010,"Steels, alloys; rods and bars, hot rolled, irregularly wound coils, other, subheading 7227. 7227; other; containing more than 0.0008 parts per million by weight of boron and less than 0.003 parts per million by weight"
7227909020,"Steels, alloys; rods and bars, hot rolled, irregularly wound coils, other, subheading 7227. 7227; other; containing more than 0.003 of one hundredth of a percent by weight of boron"
7227909090,"Steel, alloys; rods and bars, hot rolled, irregularly wound coils, others, subheading 7227. 7227; Others; Misc."
7228100000,"Steel, alloys; rods and bars of high speed steel; rods of high speed steel"
7228200000,"Steels, alloys; bars and rods of silicomanganese steel; rods of silicomanganese steel"
7228301000,"Steel, alloys; hot rolled, hot drawn or extruded bar and rod; containing more than 0.0008 of one hundredth of a percent by weight of boron"
7228309000,"Steel, alloys; hot rolled, hot drawn or extruded bar and rod; other"
7228401000,"Steel, alloys; forged bars and rods, forged; containing more than 0.0008 of one hundredth of a percent by weight of boron"
7228409000,"Steel, alloys; forged bars and rods, forged; other"
7228500000,"Steel, alloys; cold-formed or cold-worked bar and rod; other bars [limited to those not further processed than cold-formed or cold-worked]."
